"it","SSM","logl","sig2","K-prot","K-pat","nk1","nk2","nk3","nk4","nk5","nk1","nk2","nk3","nk4","nk5"
12660,0.944704889895505,-48964.3627847836,0.944587237782291,20,17,392,315,307,266,227,4,4,3,3,2
12670,0.945197721033381,-48992.7954294768,0.944123367415504,20,16,404,316,315,265,221,5,4,4,3,2
12680,0.945766188350473,-49022.1146222213,0.94778045033928,20,16,412,319,315,270,213,5,4,4,2,2
12690,0.944437778364391,-48949.194566992,0.948122223981861,20,17,404,328,301,268,220,4,4,4,3,2
12700,0.94428103226058,-48941.6418524516,0.94459974419664,20,17,385,333,307,267,224,4,4,4,3,2
12710,0.943908780350766,-48921.8384715011,0.949547336814602,20,17,402,309,306,268,232,4,4,4,3,2
12720,0.944516639192702,-48953.8634612984,0.946895268826567,20,17,406,310,309,270,232,4,4,4,3,2
12730,0.943835434564403,-48916.0182576992,0.942877978718346,20,16,405,313,304,278,226,4,4,4,3,2
12740,0.944192556832576,-48935.6870887078,0.944592657505029,20,16,390,345,303,275,227,5,4,4,3,2
12750,0.944672247188667,-48962.3129746487,0.950096299854721,20,16,390,361,308,262,213,5,4,4,3,2
12760,0.944845678356602,-48971.6018560815,0.950828804773873,20,16,387,357,309,270,202,5,4,4,3,2
12770,0.945001631844677,-48981.1050983422,0.947018316676255,20,17,382,329,306,287,229,5,4,3,3,2
12780,0.945859747944543,-49028.3106519876,0.947209982116896,20,16,370,334,290,269,224,5,4,4,3,2
12790,0.944471686707495,-48951.5319314089,0.946156368619598,20,16,378,333,299,272,207,5,4,4,3,2
12800,0.945309757896922,-48997.2458590651,0.940435801283685,20,16,375,339,293,272,203,5,4,4,3,2
12810,0.94461653320482,-48959.0594815996,0.947212658952304,20,16,377,336,288,265,216,5,4,4,3,2
12820,0.944204175142349,-48936.7317570792,0.951694899560621,20,16,399,330,284,252,222,5,4,4,3,2
12830,0.945084988201323,-48986.5675150124,0.944813268258075,20,16,391,341,288,254,227,5,4,4,3,2
12840,0.945542395737884,-49010.0431646293,0.94859388093937,20,16,393,329,292,258,237,5,4,4,3,2
12850,0.944850045641754,-48974.336666362,0.947870880105824,20,17,385,336,279,262,233,5,4,3,3,2
12860,0.944643137086609,-48960.9756451794,0.951345545706127,20,16,394,331,287,266,227,5,4,4,3,2
12870,0.944887857638472,-48973.8779428717,0.938651310665768,20,16,397,326,288,266,223,5,4,4,3,2
12880,0.944344753792828,-48944.3149148206,0.947145652486937,20,16,400,334,304,268,216,5,4,3,3,2
12890,0.945271805544204,-48996.4322475361,0.946458423430535,20,16,395,325,307,267,219,5,4,3,3,2
12900,0.944618506533968,-48960.3706063517,0.943807891847321,20,17,398,318,296,294,213,5,4,3,3,2
12910,0.945633045580446,-49014.9299775678,0.946089820393311,20,17,410,316,299,292,209,5,4,3,3,2
12920,0.944576071026763,-48956.8375896143,0.941599384869548,20,17,403,322,308,288,216,5,4,3,2,2
12930,0.945204194164065,-48993.9520903911,0.938551534125364,20,16,399,327,310,274,225,5,4,3,2,2
12940,0.943838615945185,-48916.7851614833,0.940043910077266,20,17,397,327,310,268,228,5,4,3,2,2
12950,0.94497984075728,-48979.3225513421,0.939393730946964,20,17,372,342,298,284,227,5,4,3,2,2
12960,0.943993977738464,-48924.8502906843,0.943633018064012,20,17,400,339,293,269,222,5,4,3,2,2
12970,0.944009650054573,-48926.1741964997,0.945439449619824,20,17,380,352,302,274,210,5,4,3,2,2
12980,0.94549888805452,-49007.4385564679,0.943156298978797,20,17,402,333,297,271,224,5,4,3,2,2
12990,0.945358391337182,-48999.7607652066,0.943210531811602,20,17,395,316,303,279,223,5,4,3,2,2
13000,0.945042738351471,-48983.7194463121,0.947520487276465,20,17,379,319,298,284,223,5,4,3,2,2
13010,0.945283811338167,-48995.6276322436,0.94894099970555,20,16,386,324,299,274,210,5,4,3,2,2
13020,0.945685899333434,-49018.7149712462,0.942017894433212,20,16,396,324,302,272,214,5,4,3,2,2
13030,0.945228068883056,-48993.4683230738,0.941783869125398,20,17,381,321,307,284,211,5,4,3,2,2
13040,0.944397934623891,-48947.2132611442,0.936095027087166,20,17,375,320,298,284,209,5,4,3,2,2
13050,0.946104594357572,-49040.881543264,0.940497025335917,20,16,377,315,299,286,219,5,4,3,2,2
13060,0.945792015167089,-49023.578072145,0.94105977260019,20,17,362,331,291,289,225,5,4,3,2,2
13070,0.94548952132306,-49007.5477729891,0.948898190784808,20,17,378,324,291,262,218,5,4,3,2,2
13080,0.945183319276725,-48990.1092573614,0.938939539702959,20,17,381,331,276,272,232,5,4,3,2,2
13090,0.944276479844137,-48940.3021242179,0.941542537629674,20,17,367,337,295,278,214,5,4,3,2,2
13100,0.944828463958456,-48970.6143248324,0.945546730427223,20,18,359,329,297,279,216,5,3,3,2,2
13110,0.944892979130562,-48974.4914033774,0.94526768125984,20,17,354,332,305,279,215,5,4,3,2,2
13120,0.945266356349106,-48994.918779245,0.954059195357409,20,17,387,344,296,258,212,5,4,3,2,2
13130,0.944068523281725,-48929.1434471496,0.951231077078789,20,17,380,345,291,265,209,5,4,3,2,2
13140,0.945086795722275,-48985.9799152245,0.947245214065848,20,16,387,335,281,256,226,5,4,3,2,2
13150,0.945310653096648,-48997.4621215847,0.946871150050957,20,16,389,324,285,257,226,5,4,3,2,2
13160,0.945493891703845,-49007.2355678558,0.944934694038997,20,17,380,316,285,265,224,5,4,3,2,2
13170,0.94525826778864,-48995.8337252502,0.938950643418363,20,17,404,319,285,264,218,5,4,3,2,2
13180,0.944906085780586,-48975.925187384,0.941407859730795,20,16,381,304,289,284,227,5,4,3,2,2
13190,0.945058281981833,-48985.8758161754,0.937094857326768,20,17,375,318,287,284,228,5,4,3,2,2
13200,0.945164515327554,-48990.3230117937,0.951441920753048,20,16,384,328,294,274,220,5,4,3,2,2
13210,0.945601212028971,-49013.4858991348,0.937785791939834,20,17,394,323,294,273,218,5,4,3,2,2
13220,0.944859687722612,-48972.5255991829,0.939422049054029,20,16,384,331,292,286,219,5,4,4,3,2
13230,0.945542646383682,-49010.0806658033,0.943363135135858,20,17,397,329,288,288,224,5,4,3,2,2
13240,0.944587117088783,-48959.4970503529,0.951208797137606,20,17,394,317,294,285,229,5,4,3,2,2
13250,0.944930892697155,-48976.3388568419,0.946875885679696,20,16,388,324,299,276,218,5,4,3,2,2
13260,0.945334696017396,-48998.5492466513,0.950173280711171,20,16,397,318,293,274,222,5,4,3,2,2
13270,0.944524430740714,-48954.6819548157,0.940517561456108,20,16,383,308,301,276,231,5,4,3,2,2
13280,0.945682581850891,-49018.2253835648,0.940653020102234,20,17,381,319,299,262,231,5,4,3,2,2
13290,0.945622314053034,-49014.3456455307,0.941247451841142,20,17,372,343,295,269,222,5,4,3,2,2
13300,0.945065258138481,-48983.8231517778,0.955811583702827,20,16,374,359,289,267,215,5,4,4,3,2
13310,0.944870089488993,-48973.5630715601,0.946410762222749,20,16,397,349,285,256,202,5,4,4,3,2
13320,0.945046326083507,-48982.9555787884,0.941735371116792,20,17,394,340,295,259,213,5,4,3,2,2
13330,0.945132331598633,-48987.5099521912,0.94285190322207,20,17,404,331,296,271,206,5,4,3,2,2
13340,0.944511870606549,-48953.5053458377,0.950349968994668,20,16,396,332,306,267,203,5,4,3,2,2
13350,0.945298478217439,-48999.0327222441,0.949949140064808,20,16,397,337,296,261,202,5,4,3,2,2
13360,0.945976099082788,-49034.4006486804,0.941216172308414,20,17,391,339,297,276,211,5,4,3,2,2
13370,0.944807700387119,-48969.5055377775,0.948609659241782,20,16,404,334,295,270,217,5,4,3,2,2
13380,0.944681614292021,-48963.2577388677,0.950873315252302,20,17,399,331,307,265,229,5,4,3,2,2
13390,0.94539051904345,-49001.8831239471,0.944310217034975,20,17,397,328,297,266,225,5,4,3,2,2
13400,0.945236023297658,-48993.4533120873,0.943584480649107,20,17,398,327,298,266,213,5,4,3,2,2
13410,0.944954473482536,-48977.547991696,0.946511770407462,20,17,395,321,310,278,210,5,4,3,2,2
13420,0.945540730936353,-49010.3826990178,0.955883131478356,20,17,414,316,305,273,220,5,4,3,2,2
13430,0.945460180623908,-49005.381044999,0.94828026070526,20,17,397,314,290,283,227,5,4,3,2,2
13440,0.943552858712505,-48900.6813954176,0.934586782879864,20,17,396,314,279,272,219,5,4,3,2,2
13450,0.943818177486598,-48915.8582062872,0.94372579132187,20,16,391,323,277,275,229,5,4,3,2,2
13460,0.945377461131924,-49000.8616400109,0.94716458294365,20,16,398,322,287,276,217,5,4,3,2,2
13470,0.945221857170988,-48992.4828242073,0.948681341383456,20,16,380,332,291,278,207,5,4,3,2,2
13480,0.94415627611969,-48933.7996282315,0.952272273022838,20,17,365,334,300,286,204,5,4,3,2,2
13490,0.94427109235532,-48939.9764265792,0.945072841503402,20,17,369,347,296,281,203,5,4,3,2,2
13500,0.944926983789657,-48976.1665276588,0.939831342593391,20,17,373,343,303,279,208,5,4,3,2,2
13510,0.943788906537916,-48913.7484023184,0.949716251564175,20,17,399,338,301,278,210,5,4,3,3,2
13520,0.945182151140959,-48990.3115493834,0.94501072991736,20,17,411,348,289,267,207,5,4,3,3,2
13530,0.945251818655393,-48994.9509543589,0.94669844056648,20,18,398,353,306,269,206,5,3,3,3,2
13540,0.945522172584851,-49009.3053786839,0.94220925962289,20,17,387,350,300,279,211,5,4,3,3,2
13550,0.944721546869437,-48964.744461263,0.93597864504252,20,17,395,355,293,266,217,5,4,3,3,2
13560,0.945039466602223,-48982.2517993572,0.947389131045667,20,16,392,354,312,265,216,5,4,3,3,2
13570,0.945688401888528,-49017.8498835382,0.94185772780708,20,16,388,354,307,269,226,5,4,3,3,2
13580,0.945406695153761,-49002.937761382,0.945346807612266,20,17,390,351,304,265,225,5,4,3,3,2
13590,0.945192879060582,-48990.6422064968,0.941773232484326,20,18,382,341,295,277,214,5,4,3,3,2
13600,0.945982497560965,-49034.9977872224,0.944856619630502,20,16,398,339,304,260,230,5,4,3,3,2
13610,0.945562795890738,-49011.2537934379,0.950856737476798,20,16,399,337,308,257,226,5,4,3,3,2
13620,0.944805243623885,-48970.5905876125,0.934824945897251,20,17,412,316,312,260,233,5,4,3,3,2
13630,0.94558083281484,-49012.330639063,0.941848076152425,20,17,405,333,312,271,230,5,4,3,3,2
13640,0.945303574563072,-48996.9030798841,0.938486391676831,20,16,385,327,304,275,237,5,4,3,3,2
13650,0.944933035665087,-48976.412971181,0.942954238132315,20,17,388,335,295,284,238,5,4,3,3,2
13660,0.945587610779842,-49012.885802359,0.941939011703797,20,16,402,337,302,268,226,5,4,3,3,2
13670,0.945579935940462,-49011.9889492808,0.945182340582977,20,17,403,340,305,277,226,5,4,3,3,2
13680,0.945575840959198,-49012.4039933096,0.939881133643551,20,17,401,328,301,277,222,5,4,3,3,2
13690,0.945087968133637,-48985.1986815886,0.943734853672481,20,17,409,326,312,265,236,5,4,3,3,2
13700,0.945004099505484,-48981.9209568501,0.951623796349664,20,16,409,335,300,264,234,5,4,4,3,2
13710,0.944927996481527,-48976.6729556798,0.949872405943704,20,17,406,328,301,277,234,5,4,3,3,2
13720,0.946183395068887,-49045.0258696559,0.944651264545178,20,16,416,320,303,266,231,5,4,4,3,2
13730,0.945716568699006,-49020.666141524,0.946920073137996,20,16,404,327,299,270,232,5,4,4,3,2
13740,0.946298037546557,-49051.3339607666,0.944646197945421,20,16,394,336,325,289,219,5,4,4,3,2
13750,0.946362905268873,-49054.8605678727,0.947495307811137,20,16,392,339,307,283,226,5,4,4,3,2
13760,0.94554841605163,-49010.2046023178,0.934972135495447,20,16,390,330,290,288,226,5,4,4,3,2
13770,0.945172047456582,-48991.8846143913,0.947229536930612,20,17,377,340,305,297,218,4,4,4,3,2
13780,0.944590285005055,-48957.5271958666,0.941852143907312,20,16,391,327,309,275,212,5,4,4,3,2
13790,0.944785088834299,-48968.2610466194,0.947344920202104,20,16,378,334,305,274,213,5,4,4,3,2
13800,0.943537447842155,-48899.7299055505,0.944044109206627,20,16,367,347,286,272,226,5,4,4,3,2
13810,0.944941294958404,-48977.1414903042,0.94954102567219,20,16,370,337,305,277,219,5,4,4,3,2
13820,0.945335586772168,-48998.4704666282,0.947477389038483,20,17,408,315,305,273,220,5,4,3,3,2
13830,0.945196794103859,-48990.8829992966,0.944464832539739,20,17,391,329,296,277,219,5,4,3,3,2
13840,0.945467917380152,-49006.6525136583,0.939957800446763,20,16,387,344,309,284,208,5,4,3,3,2
13850,0.945405899944543,-49002.3527502864,0.949994266618929,20,17,369,338,318,267,219,5,4,3,3,2
13860,0.9452696961589,-48994.895650092,0.938932226190286,20,16,401,340,305,263,213,5,4,3,3,2
13870,0.944792729958247,-48968.8082361949,0.944650233127038,20,17,393,351,300,266,213,5,4,3,3,2
13880,0.94409450295211,-48931.143024386,0.944692602096337,20,17,399,338,299,248,221,5,4,3,3,2
13890,0.94578388647644,-49024.1358820454,0.942611528468728,20,16,402,327,303,256,212,5,4,4,3,2
13900,0.944561195254559,-48955.945877431,0.952574442013026,20,16,393,340,299,256,232,5,4,4,3,2
13910,0.945234347082421,-48992.9174084121,0.940025146297197,20,16,401,346,302,254,220,5,4,4,3,2
13920,0.945358484450004,-48999.8010736394,0.948196292891021,20,15,402,347,301,251,230,5,4,4,3,2
13930,0.945496546844489,-49007.3682798393,0.941056475735843,20,17,407,328,298,258,231,4,4,4,3,2
13940,0.945508565191837,-49008.4719155551,0.940467471021077,20,16,407,330,293,270,238,5,4,4,3,2
13950,0.944854484758443,-48972.1077173643,0.951993136322967,20,17,400,314,312,274,231,4,4,4,3,2
13960,0.945322321447487,-48998.0067464219,0.950610236059226,20,16,409,322,312,264,236,5,4,4,3,2
13970,0.945178064206899,-48992.9566172065,0.95123108891303,20,16,406,334,293,266,225,5,4,4,3,2
13980,0.945723953145038,-49019.8239426185,0.94130527463749,20,17,404,338,287,277,228,5,4,4,3,2
13990,0.945091158916794,-48987.3086434154,0.9453391091234,20,17,410,324,299,283,215,5,4,4,3,2
14000,0.944217726894366,-48937.8777160688,0.959507044223317,20,15,388,317,296,294,223,5,4,4,3,2
14010,0.945010189708278,-48980.8490906847,0.941739093234443,20,16,399,324,296,283,217,5,4,4,3,2
14020,0.944491180064488,-48952.3083430484,0.95277250253839,20,17,393,324,289,284,237,5,4,3,2,2
14030,0.944555527775651,-48955.6135813109,0.943067371501606,20,16,387,317,293,281,229,5,4,4,2,2
14040,0.945392094738975,-49001.9272246957,0.949238834691053,20,16,390,329,289,279,237,5,4,4,2,2
14050,0.944757534730944,-48967.6493479293,0.949331703320692,20,16,408,324,288,258,231,5,4,4,2,2
14060,0.946040631937928,-49037.3458239741,0.946507906531765,20,17,414,319,302,260,216,5,4,3,2,2
14070,0.945641654482895,-49015.2800777969,0.952258567496119,20,16,398,322,310,269,228,5,4,4,2,2
14080,0.945122808943232,-48987.3547711297,0.938857069696434,20,16,392,333,303,266,235,5,4,4,2,2
14090,0.943466879849942,-48895.7412644117,0.945344383757942,20,16,378,341,293,277,229,5,4,4,2,2
14100,0.944447662742007,-48952.0520076686,0.94815746069588,20,18,389,336,304,277,224,5,4,3,2,2
14110,0.944634784984844,-48959.9998044725,0.940379571279652,20,16,393,330,299,282,227,5,4,4,2,2
14120,0.944677023555665,-48962.4379334426,0.946802947442522,20,17,385,325,296,264,229,5,4,3,2,2
14130,0.944030792992631,-48927.1871144647,0.94285058419979,20,17,376,329,301,267,241,5,4,3,2,2
14140,0.945636834996806,-49015.0483607424,0.940336966321103,20,16,390,335,294,260,225,5,4,4,3,2
14150,0.945278071481128,-48995.7584798435,0.945236155970691,20,16,395,314,299,256,223,5,4,4,3,2
14160,0.944448781066975,-48949.8297597766,0.943603779320294,20,17,383,323,308,272,219,4,4,3,3,2
14170,0.945227339472308,-48992.8702130091,0.956135581373606,20,16,384,314,312,276,224,4,4,3,3,2
14180,0.94553457994632,-49010.0934607018,0.952525216865292,20,17,380,326,306,279,238,4,4,4,3,2
14190,0.945130927153304,-48987.2601678318,0.949787598452082,20,16,385,338,303,280,217,5,4,4,3,2
14200,0.945400460427947,-49002.0622370528,0.942894264956241,20,16,383,358,284,279,218,5,4,4,3,2
14210,0.944514785477054,-48954.197435319,0.944254343334509,20,16,388,332,293,289,232,4,4,4,3,2
14220,0.945123023889206,-48987.091241461,0.951074448085633,20,16,388,330,304,270,220,4,4,3,3,2
14230,0.944278555158497,-48941.1166340384,0.951511104127226,20,17,397,341,296,268,232,4,4,3,3,2
14240,0.94446708655202,-48950.7844125919,0.94762972651303,20,17,413,325,294,265,221,4,4,3,3,2
14250,0.945199398818434,-48992.2453520507,0.94530093156979,20,17,428,338,283,264,213,4,4,3,3,2
14260,0.945651193079439,-49015.8199410652,0.943840088816675,20,16,421,331,305,266,210,5,4,4,3,2
14270,0.944711073265962,-48964.6256154987,0.951354167621777,20,16,393,341,300,268,224,5,4,4,3,2
14280,0.944913800193772,-48976.5291907617,0.935820292126858,20,16,408,344,286,264,234,5,4,4,3,2
14290,0.945066089327488,-48983.8697688347,0.950667152132499,20,16,410,341,292,263,221,5,4,4,3,2
14300,0.944883470687226,-48973.9396999334,0.939239930598547,20,17,410,324,289,260,226,4,4,4,3,2
14310,0.944742117662539,-48966.0010113198,0.934475662200508,20,17,398,330,299,263,226,4,4,3,3,2
14320,0.944494372837995,-48952.640346576,0.94835856669784,20,15,394,328,299,263,227,5,4,4,3,2
14330,0.944282313784275,-48940.606212278,0.940460909637802,20,17,381,329,300,271,234,5,4,4,2,2
14340,0.944459213920122,-48952.7076554727,0.949599495235475,20,16,398,323,289,270,227,5,4,4,3,2
14350,0.944857640889919,-48973.0266051055,0.940282037465184,20,16,413,327,295,266,233,5,4,3,3,2
14360,0.945012908452663,-48980.7574763006,0.956966016144152,20,15,396,335,298,260,231,5,4,4,3,2
14370,0.945304544262466,-48996.9873252682,0.954912718079892,20,17,395,336,295,271,234,5,4,3,3,2
14380,0.945409568849933,-49002.955991663,0.944291453108603,20,16,385,326,303,277,246,5,4,4,3,2
14390,0.944984219168291,-48979.1865765622,0.944107100199355,20,16,383,323,301,293,245,5,4,4,3,2
14400,0.944277645987861,-48940.7853330442,0.939495099382543,20,16,386,340,304,275,224,5,4,4,3,2
14410,0.945702772663693,-49020.4096964106,0.949283310894405,20,16,388,340,286,253,237,5,4,4,3,2
14420,0.945300805623572,-48996.7496735359,0.943509011107983,20,17,375,328,292,274,250,5,4,4,3,2
14430,0.946772613727629,-49077.5968024443,0.948931619346394,20,17,395,315,292,257,253,5,4,3,2,2
14440,0.945342088997167,-48998.8324124641,0.942382975229463,20,17,396,307,292,258,255,5,4,3,2,2
14450,0.945686576212883,-49017.7774065156,0.949310316556752,20,17,385,331,286,257,242,5,4,3,2,2
14460,0.945467242707896,-49005.9703590141,0.944387465300694,20,17,394,331,291,264,246,4,4,4,3,2
14470,0.945115034343527,-48986.745604913,0.94211180069373,20,16,396,332,301,255,237,5,4,4,3,2
14480,0.945025885735056,-48981.7117569903,0.95292045140129,20,16,398,327,298,276,225,4,4,3,3,2
14490,0.945350820250596,-48999.3352403851,0.946718159753581,20,17,396,335,297,273,206,4,4,4,3,2
14500,0.943703587199002,-48909.5938221886,0.945341124623619,20,17,380,331,303,270,224,4,4,4,2,2
14510,0.946187113808778,-49045.2674422764,0.946244105265457,20,15,383,344,303,281,222,4,4,4,4,2
14520,0.944483812263169,-48951.6884430929,0.959916223767671,20,16,390,331,303,282,223,4,4,4,3,2
14530,0.944623854249819,-48959.8186286612,0.949899954182021,20,16,380,334,302,275,216,4,4,3,3,2
14540,0.945714952279585,-49019.3333706774,0.949926483383315,20,17,388,324,312,269,208,4,4,3,3,2
14550,0.945671142624306,-49017.0415818097,0.943568443341022,20,15,384,331,303,287,223,5,4,4,3,2
14560,0.944234087500371,-48938.4525025913,0.944357720836826,20,15,367,338,297,287,215,5,4,4,3,2
14570,0.945062072358607,-48983.6061713556,0.939565878557438,20,15,383,353,296,290,212,5,4,4,3,2
14580,0.94500427021292,-48980.2798333302,0.941035914073985,20,16,385,336,303,282,211,5,4,4,3,2
14590,0.945008413098625,-48980.712022856,0.947864079189538,20,15,396,347,297,259,207,5,4,4,3,2
14600,0.944749589727001,-48966.8768314102,0.955851101810955,20,15,393,337,303,269,214,5,4,4,3,2
14610,0.945804892543707,-49024.8517795849,0.946249019587637,20,16,408,334,315,271,223,4,4,4,3,2
14620,0.94568225457506,-49018.3785479686,0.949326281714004,20,16,395,335,301,270,224,5,4,4,3,2
14630,0.944682433041019,-48963.9001460209,0.935796358941395,20,15,384,370,294,254,212,5,4,4,3,2
14640,0.943933085667952,-48921.6605785182,0.948058797532087,20,16,392,371,296,254,202,5,4,4,3,2
14650,0.944071058037397,-48929.04627723,0.948211785952044,20,17,406,353,295,255,214,5,4,4,2,2
14660,0.944696238063848,-48964.9225806633,0.944285269565445,20,16,401,350,291,256,215,4,4,4,3,2
14670,0.944868090171954,-48975.0717448379,0.940262809100162,20,16,399,356,296,253,229,5,4,4,3,2
14680,0.945252390804802,-48993.9885257946,0.952872271025794,20,17,404,338,311,267,213,5,4,3,3,2
