"it","SSM","logl","sig2","K-prot","K-pat","nk1","nk2","nk3","nk4","nk5","nk1","nk2","nk3","nk4","nk5"
9980,0.943823048795554,-48915.8376384437,0.935633086172353,20,16,381,322,303,263,235,4,4,3,3,3
9990,0.944633977342583,-48961.8136162564,0.936623285943964,20,16,406,329,296,258,231,4,4,3,3,3
10000,0.946228154712158,-49047.4756466661,0.949139024639511,20,16,399,324,317,254,218,4,4,3,3,3
10010,0.944550714134465,-48955.4090110591,0.948583724418531,20,16,399,327,311,267,212,4,4,3,3,3
10020,0.94562333410812,-49015.0504345715,0.943863283106915,20,16,403,333,307,276,218,4,4,3,3,3
10030,0.944398355973582,-48947.6347509156,0.943680913476064,20,16,404,336,312,266,215,4,4,3,3,3
10040,0.945012570395865,-48981.6852870863,0.943931438718024,20,16,400,332,301,269,236,4,4,3,3,3
10050,0.944861784883151,-48972.7595265467,0.951805146034512,20,16,394,326,303,265,228,4,4,3,3,3
10060,0.944508416773475,-48953.5068465067,0.945855605567781,20,16,400,316,308,263,226,4,4,3,3,3
10070,0.945494067200504,-49008.2574089605,0.941744390274689,20,16,397,320,299,269,235,4,4,3,3,3
10080,0.945239754093969,-48993.2552727138,0.942841813482387,20,16,397,320,303,266,223,4,4,3,3,3
10090,0.944509465459492,-48953.2142192298,0.945373438871817,20,16,397,325,306,270,217,4,4,3,3,3
10100,0.944765710971017,-48967.1834539477,0.948593496253957,20,16,393,317,306,259,235,4,4,3,3,3
10110,0.944982658690305,-48979.3901513668,0.939195767350537,20,16,391,324,299,265,227,4,4,3,3,3
10120,0.945029771755475,-48982.0921081827,0.95143472991069,20,16,394,331,309,268,212,4,4,3,3,3
10130,0.94415884746423,-48933.8053667673,0.942905087487746,20,16,380,333,311,273,220,4,4,3,3,3
10140,0.94486567773211,-48972.6787126192,0.941385079019167,20,17,383,336,312,264,229,4,4,3,3,2
10150,0.944920243930799,-48975.6780588342,0.93929306241753,20,16,392,327,317,267,224,4,4,3,3,3
10160,0.944289770384716,-48941.2374720687,0.938286737358131,20,16,392,335,299,278,222,4,4,3,3,3
10170,0.944303196412776,-48941.8460971528,0.937733499410818,20,16,393,343,296,265,215,4,4,3,3,3
10180,0.944019036381791,-48926.121881962,0.94407685980773,20,16,399,325,285,279,220,4,4,3,3,3
10190,0.945289248370963,-48996.574441096,0.947366011419621,20,16,394,333,284,276,227,4,4,3,3,3
10200,0.945032533181179,-48982.9715492332,0.942319024466548,20,16,372,345,281,273,231,4,4,3,3,3
10210,0.944180702029284,-48935.0860545116,0.945442551988999,20,16,379,331,281,271,235,4,4,3,3,3
10220,0.944749615790525,-48966.3245222856,0.946725960934939,20,17,392,312,280,269,244,4,4,3,3,3
10230,0.944909903986902,-48975.183136683,0.932716370305267,20,16,393,325,300,272,221,4,4,3,3,3
10240,0.945174002128664,-48990.4147079037,0.95004369761943,20,16,390,331,295,260,227,4,4,3,3,3
10250,0.945423091233748,-49003.7719425529,0.940980241768157,20,17,411,335,283,260,242,4,4,3,3,3
10260,0.945484105022768,-49007.1150137117,0.949284186497436,20,16,399,322,292,271,242,4,4,3,3,3
10270,0.945523577489242,-49009.161910269,0.94442174541167,20,16,382,340,288,262,228,4,4,3,3,3
10280,0.945882329452264,-49028.6523292587,0.947397425720178,20,16,395,329,287,275,233,4,4,3,3,3
10290,0.945551067936228,-49010.6562444671,0.941886517013465,20,16,407,318,296,268,246,4,4,3,3,3
10300,0.94456304455669,-48956.297634717,0.954981263681382,20,16,400,333,290,265,243,4,4,3,3,3
10310,0.944543666708691,-48955.15890875,0.948249068040806,20,17,407,333,297,272,238,4,4,3,3,3
10320,0.944291270587782,-48941.0861857673,0.939311491456358,20,17,406,333,296,270,243,4,4,3,3,3
10330,0.944200278888375,-48936.0998870197,0.948018498437413,20,16,395,331,289,278,241,4,4,3,3,3
10340,0.94527328018037,-48995.1655357175,0.94845683665237,20,16,389,313,289,279,253,4,4,3,3,3
10350,0.944710676832594,-48964.3355164735,0.948219206509886,20,17,391,311,304,292,236,4,4,3,3,3
10360,0.943913017638501,-48920.3083285421,0.946314283298939,20,16,397,307,301,278,241,4,4,3,3,3
10370,0.943723672322911,-48909.8714725998,0.939972101606015,20,16,403,316,291,275,242,4,4,3,3,3
10380,0.943989021099,-48924.4804882653,0.937542582662608,20,16,410,315,306,263,232,4,4,3,3,3
10390,0.944881237747468,-48973.5161844976,0.944025340769576,20,16,409,319,302,262,233,4,4,3,3,3
10400,0.94530990519206,-48997.7009877762,0.94414711624734,20,16,395,327,284,268,246,4,4,3,3,3
10410,0.94531212601008,-48997.3055412448,0.945516621653954,20,17,395,319,301,270,245,4,4,3,3,3
10420,0.94569380998327,-49018.1748725536,0.943336025854848,20,16,391,343,287,281,239,4,4,3,3,3
10430,0.94504638786342,-48984.4622693534,0.948257466803473,20,17,370,342,300,282,244,4,4,3,3,3
10440,0.946749720152594,-49076.3158052542,0.943124760065163,20,17,404,343,291,266,240,4,4,3,3,3
10450,0.945459106916218,-49005.9612209018,0.948363920632518,20,17,413,337,284,264,236,4,4,3,3,3
10460,0.94408541252505,-48929.9335091658,0.943968856391614,20,17,399,330,290,278,245,4,4,3,3,3
10470,0.944718951089076,-48964.6172906247,0.939296037081924,20,16,396,341,295,284,238,4,4,3,3,3
10480,0.946033997065469,-49036.8392528623,0.933485209443249,20,16,401,336,298,281,238,4,4,3,3,3
10490,0.946907875031386,-49085.4033108581,0.944861963882596,20,16,413,323,294,270,235,4,4,3,3,3
10500,0.9461587570987,-49043.6886260484,0.944728967385889,20,16,408,317,292,260,247,4,4,3,3,3
10510,0.945552436643925,-49013.6859212777,0.944063308017344,20,17,404,321,297,263,241,4,4,3,3,3
10520,0.945541159175715,-49009.9301763153,0.940704700185116,20,17,401,318,303,289,235,4,4,3,3,3
10530,0.945653598981673,-49016.309523906,0.94564605306139,20,18,405,316,306,299,233,4,4,3,3,3
10540,0.94558400806996,-49012.4141145415,0.947975514788682,20,17,407,335,313,289,233,4,4,3,3,3
10550,0.945456080818814,-49005.0904046536,0.945799391597679,20,17,399,327,314,281,239,4,4,3,3,3
10560,0.945237038426338,-48994.9609314004,0.942028549393096,20,17,409,329,300,281,240,4,4,3,3,3
10570,0.945299970346157,-48996.8757707425,0.949572043646892,20,17,387,325,308,277,256,4,4,3,3,3
10580,0.946374144392902,-49055.8381020192,0.94620202391777,20,17,413,323,319,269,252,4,4,3,3,3
10590,0.944658269272029,-48962.069656568,0.941929683031656,20,17,407,322,322,272,233,4,4,3,3,3
10600,0.944760246601127,-48969.1245520447,0.948410520388888,20,17,411,335,304,270,224,4,4,3,3,3
10610,0.945343639112159,-48998.9490091762,0.938706057168836,20,17,416,332,301,269,238,4,4,3,3,3
10620,0.945383196027238,-49001.9501202795,0.946224310963861,20,17,408,317,306,276,246,4,4,3,3,3
10630,0.945264510360096,-48994.7539060583,0.952205750836689,20,18,413,317,292,290,252,4,4,3,3,3
10640,0.945914089534187,-49030.2970799767,0.9470016835275,20,18,392,320,299,289,239,4,4,3,3,3
10650,0.946016989595603,-49035.8801675037,0.939988846143332,20,18,404,309,287,278,266,4,4,3,3,3
10660,0.944611285636509,-48958.716606301,0.946526737311745,20,16,400,322,304,287,235,4,4,4,3,3
10670,0.945284267525765,-48996.0187383034,0.948384587650831,20,17,402,326,302,279,245,4,4,4,3,3
10680,0.945818207949462,-49027.2044286119,0.945316989927951,20,16,394,334,301,273,243,4,4,4,3,3
10690,0.945395088313469,-49001.9554893933,0.945243384733572,20,17,400,309,293,285,263,4,4,4,3,2
10700,0.945481878698557,-49006.711680399,0.94112126564052,20,16,393,324,306,273,246,4,4,4,3,3
10710,0.947170375721532,-49099.2505388638,0.946380659771458,20,16,399,344,311,267,235,4,4,4,3,3
10720,0.945383108977553,-49002.4060573607,0.94282565106167,20,15,381,339,319,277,229,4,4,4,3,3
10730,0.945220323701248,-48992.7591854857,0.950639719886103,20,16,394,346,304,269,228,4,4,4,3,3
10740,0.945315687695831,-48997.5223829553,0.953592348914266,20,17,390,349,301,273,223,4,4,3,3,3
10750,0.946206680109626,-49047.4581733003,0.950005384434584,20,16,408,344,299,269,229,4,4,4,3,3
10760,0.945498530815012,-49007.6692139126,0.939699586155721,20,17,397,349,301,268,235,4,4,3,3,2
10770,0.945787110721042,-49023.2674698814,0.945900050704204,20,16,382,368,298,269,236,4,4,4,3,3
10780,0.944760599022937,-48966.8847621894,0.94587295360232,20,16,380,338,302,265,236,4,4,4,3,3
10790,0.946195085867357,-49046.3965048928,0.938380359283252,20,16,399,344,314,270,213,4,4,4,3,3
10800,0.945318139183039,-48997.8902431631,0.947441772913192,20,16,398,341,302,260,220,4,4,4,3,3
10810,0.944946759442121,-48977.4186808637,0.944590496773572,20,16,387,338,303,260,235,4,4,4,3,3
10820,0.944657155898227,-48962.9635033156,0.941208639200084,20,17,383,332,293,263,250,4,4,3,3,3
10830,0.946547473677762,-49065.4067114101,0.946452913524247,20,16,382,340,298,263,256,4,4,4,3,2
10840,0.945523061247072,-49009.6293728765,0.950892984043581,20,16,397,321,305,258,251,4,4,4,3,2
10850,0.944844384889166,-48972.0469057651,0.947513003753395,20,16,388,335,299,259,249,4,4,4,2,2
10860,0.944134415336798,-48933.1225146336,0.945286974967485,20,16,382,338,303,256,244,4,4,4,3,2
10870,0.945056172220449,-48983.3296715915,0.939140523082857,20,15,375,348,302,267,228,4,4,4,2,2
10880,0.944771583545064,-48967.486851359,0.947739784231596,20,17,382,344,308,272,221,4,4,3,2,2
10890,0.94533720058366,-48998.9555037664,0.932409226487078,20,16,378,352,294,274,223,4,4,3,3,2
10900,0.946334806613121,-49053.6400376386,0.946782819161112,20,17,385,345,287,281,223,4,4,3,3,2
10910,0.945264306988705,-48994.5681524254,0.93999652929271,20,16,395,340,297,269,229,4,4,3,3,2
10920,0.945097193976902,-48986.2146261682,0.949084654302519,20,16,389,337,288,273,238,4,4,3,3,2
10930,0.945441755823007,-49004.4654028268,0.947511152851871,20,17,393,347,298,274,223,4,4,3,3,2
10940,0.945234095386366,-48992.984373289,0.941121579964815,20,17,401,353,297,265,222,4,4,3,3,2
10950,0.945688140597845,-49017.9440099677,0.944849686813837,20,17,388,348,297,274,214,4,4,3,3,2
10960,0.94562591533164,-49014.460676883,0.949079643831493,20,17,393,354,294,267,204,4,4,3,3,2
10970,0.945441967648798,-49004.8000387722,0.945755919031597,20,17,406,345,295,281,216,4,4,3,3,2
10980,0.945734461497043,-49020.4592325994,0.94254098228792,20,16,423,331,287,275,222,4,4,3,3,2
10990,0.94517335027945,-48989.6597674244,0.938554799953579,20,17,405,336,297,277,233,4,4,3,3,2
11000,0.945318665141843,-48997.8924419274,0.944834732868069,20,17,410,332,300,278,233,4,4,3,2,2
11010,0.9461447091097,-49042.9011409792,0.938562210874885,20,17,433,320,310,271,214,4,4,3,2,2
11020,0.945447190123483,-49004.6556368574,0.949088284191139,20,16,411,336,311,270,219,4,4,3,3,2
11030,0.944646702940855,-48960.6243725902,0.944647230563599,20,17,406,343,303,267,223,4,4,3,3,2
11040,0.94595650945646,-49033.6252774573,0.946700646798489,20,17,416,333,307,274,229,4,4,3,3,3
11050,0.945696385726801,-49018.3092200169,0.947046053146132,20,15,398,331,297,272,244,4,4,4,4,3
11060,0.946259241094915,-49049.177208289,0.943090985970261,20,16,388,325,319,280,235,4,4,4,3,3
11070,0.945154355094114,-48988.6038017907,0.942017248380569,20,16,394,328,323,272,219,4,4,4,3,3
11080,0.944520268398008,-48953.7150242124,0.948663548098702,20,16,387,330,320,264,214,4,4,4,3,3
11090,0.943612326064162,-48903.8778474417,0.950031665404594,20,15,390,339,302,263,221,4,4,4,3,3
11100,0.945401339353513,-49005.3080534463,0.954189497519728,20,16,391,363,307,251,210,4,4,3,3,2
11110,0.944488557164113,-48952.7066688756,0.945471913590035,20,16,387,366,293,259,221,4,4,3,3,2
11120,0.945048902498482,-48983.1567160921,0.940596374508717,20,16,387,356,306,262,215,4,4,3,3,2
11130,0.946107154473768,-49042.1341994044,0.943981449872708,20,17,380,349,306,264,221,4,4,3,3,2
11140,0.944046794418497,-48928.6151336788,0.932433634448986,20,17,382,345,298,272,220,4,4,3,3,2
11150,0.944214003730392,-48936.97280795,0.938237296976144,20,16,383,352,290,264,233,4,4,3,3,2
11160,0.946306352038428,-49052.8110482114,0.944943598502506,20,17,391,335,305,248,245,4,4,3,3,2
11170,0.944465776210893,-48953.3953973162,0.949766079623402,20,17,388,339,312,234,232,4,4,3,3,2
11180,0.945008339775454,-48983.6821378769,0.943487080545266,20,17,383,342,297,262,232,4,4,3,3,2
11190,0.945216627147748,-48992.3147151099,0.943036329335454,20,17,387,329,292,271,236,4,4,3,3,2
11200,0.944931368210077,-48976.351593874,0.946553620842059,20,17,394,332,309,271,220,4,4,3,2,2
11210,0.94477217732789,-48967.6089128927,0.943611421409974,20,16,403,327,298,263,223,4,4,4,3,3
11220,0.945244589990577,-48993.5457737839,0.952451883007019,20,17,382,337,298,282,217,4,4,4,3,2
11230,0.945294230017364,-48996.3251489953,0.945488028361647,20,16,402,339,300,285,210,4,4,4,3,3
11240,0.945271333495356,-48997.1503776074,0.943914268844815,20,17,399,324,289,277,225,4,4,4,3,2
11250,0.944857562724824,-48972.4729257373,0.946727340382961,20,17,385,316,296,284,230,4,4,4,3,2
11260,0.944312474812944,-48942.4754827423,0.94634494036358,20,16,391,313,293,278,226,4,4,4,3,3
11270,0.944517555136516,-48953.5599599552,0.94398622398847,20,16,394,325,280,280,222,4,4,4,3,3
11280,0.944300877762957,-48941.7469583072,0.941371172600345,20,17,411,315,289,282,229,4,4,4,3,2
11290,0.94409504062101,-48930.7231024371,0.941702003650347,20,17,412,303,302,274,225,4,4,3,3,2
11300,0.945315882837372,-48997.4537564196,0.952395033673868,20,17,400,315,292,277,227,4,4,4,3,2
11310,0.946330127249988,-49053.791939463,0.946074943374912,20,16,407,320,291,275,232,4,4,4,3,3
11320,0.946320104463606,-49052.7884987292,0.944419828403231,20,17,396,315,302,289,234,4,4,3,3,3
11330,0.945371367834411,-49000.7980369322,0.943813783153896,20,17,393,336,295,288,229,4,4,3,3,2
11340,0.94489605448387,-48975.0967332793,0.938434004455649,20,16,377,334,307,284,210,4,4,3,3,2
11350,0.944962239471358,-48977.9655303768,0.940718397544862,20,16,385,333,312,274,223,4,4,3,3,2
11360,0.944645713184198,-48960.8298993938,0.945050541269497,20,16,403,329,310,264,218,4,4,3,3,2
11370,0.945419182596223,-49003.9925748644,0.946881743071138,20,17,407,321,293,262,227,4,4,3,3,2
11380,0.944742266340327,-48965.9291287259,0.946959864665059,20,16,407,328,301,264,221,4,4,4,3,3
11390,0.945079704845761,-48984.7136184094,0.941361420674296,20,16,405,322,294,268,226,4,4,4,3,3
11400,0.945473977576144,-49006.4424426177,0.952457371594657,20,17,393,333,303,271,205,4,4,3,3,3
11410,0.944842250628382,-48971.3837395316,0.946322679385903,20,16,411,310,298,263,223,4,4,4,3,3
11420,0.945137477931304,-48988.0225056359,0.948436820591464,20,16,410,303,292,255,236,4,4,4,3,3
11430,0.946096953464004,-49040.3168068378,0.943276695552456,20,16,393,305,297,270,242,4,4,4,3,3
11440,0.945676858725817,-49018.1872248875,0.93870415231303,20,16,383,322,294,270,239,4,4,4,3,3
11450,0.944644608300048,-48960.8730005325,0.943668354703566,20,17,399,307,296,268,253,4,4,3,3,3
11460,0.944980044703977,-48978.9996650589,0.939030086391662,20,16,388,309,303,255,254,4,4,4,3,3
11470,0.944810236351213,-48971.525720454,0.944458889473524,20,16,389,329,295,256,232,4,4,4,3,3
11480,0.944050450983372,-48927.8763774301,0.943947549195821,20,17,395,330,293,253,233,4,4,3,3,3
11490,0.945517829867727,-49009.0765301209,0.93936558346236,20,15,406,324,295,259,220,4,4,4,3,3
11500,0.944863028063556,-48972.5114821585,0.948705852663367,20,16,385,317,308,278,229,4,4,4,3,3
11510,0.945520640058922,-49008.9249951832,0.947732493963657,20,17,390,311,308,278,221,4,4,3,3,3
11520,0.945119836993278,-48987.5716404831,0.946894590205074,20,16,388,334,319,279,209,4,4,4,3,3
11530,0.945010075459108,-48981.8818874522,0.946721332715875,20,16,392,323,308,274,218,4,4,4,3,3
11540,0.945320890547882,-48997.8183752137,0.940752505462549,20,16,387,322,294,275,237,4,4,4,3,3
11550,0.945582836179342,-49012.7293050947,0.958022078347119,20,16,396,325,311,273,223,4,4,4,3,3
11560,0.945175207746742,-48990.3321675471,0.950560691737617,20,16,405,343,294,273,223,4,4,4,3,3
11570,0.944885724286812,-48973.8466505999,0.942310605190765,20,16,414,336,296,265,216,4,4,4,3,3
11580,0.945766242304955,-49025.6893630334,0.944722752637806,20,16,417,334,294,260,224,4,4,4,3,3
11590,0.944594956933452,-48957.9086562598,0.948388926697867,20,15,396,329,288,268,231,4,4,4,3,3
11600,0.945872792657553,-49027.9825692446,0.948166405840809,20,15,401,320,297,282,220,4,4,4,3,3
11610,0.945402697136265,-49002.1590367166,0.93935369068027,20,16,387,318,290,273,229,4,4,4,3,3
11620,0.945507644303465,-49007.9287934021,0.947944491298072,20,16,384,315,287,282,236,4,4,4,3,2
11630,0.945143170231994,-48988.6858660807,0.943823842659248,20,16,402,330,300,286,214,4,4,4,3,3
11640,0.945899359840571,-49029.9942074628,0.945707620885228,20,16,404,336,295,276,210,4,4,3,3,2
11650,0.94465960746424,-48961.3330051744,0.941084683626024,20,16,394,332,293,281,217,4,4,3,3,2
11660,0.945575281667,-49016.0575032172,0.945582439027304,20,16,402,333,293,293,205,4,4,4,3,2
11670,0.94451182960368,-48953.9525491186,0.942574458615981,20,16,390,341,302,290,208,4,4,3,3,2
11680,0.945254995778857,-48994.0678319406,0.945128613856448,20,16,398,347,308,270,207,4,4,3,3,2
11690,0.944612125350291,-48959.4880281378,0.943520817484919,20,17,381,352,293,278,211,4,4,3,3,2
11700,0.945256567801897,-48994.4279722092,0.945032627215108,20,17,388,333,315,286,202,4,4,3,2,2
11710,0.945226201301982,-48993.2279269565,0.946040356873337,20,17,393,337,309,270,207,4,4,3,2,2
11720,0.945521020081244,-49010.7522262612,0.9448036002156,20,17,408,337,295,263,208,4,4,3,2,2
11730,0.9451581683324,-48988.8553732665,0.940451570690496,20,17,377,332,291,281,217,4,4,3,2,2
11740,0.945928857290673,-49032.413134405,0.952279460076027,20,16,378,337,291,290,210,4,4,4,3,2
11750,0.945601704849323,-49013.5744143072,0.944316342894684,20,16,384,327,304,300,212,4,4,4,3,2
11760,0.945366009647386,-49000.2854760807,0.948795444815752,20,16,387,324,302,274,215,4,4,4,3,2
11770,0.945606357747693,-49014.0396789017,0.943674536706983,20,16,389,337,299,272,210,4,4,4,3,2
11780,0.945598229422622,-49013.2508064387,0.947229678135436,20,17,380,338,305,273,207,4,4,4,3,2
11790,0.94525418121443,-48994.2330272873,0.947397975006453,20,16,372,336,315,287,206,4,4,3,3,2
11800,0.944089423773243,-48930.1193702855,0.944978345580321,20,16,376,343,306,287,206,4,4,4,3,2
11810,0.94497522761157,-48979.1079497139,0.945877439872246,20,17,386,322,313,300,213,4,4,3,2,2
11820,0.945684089814996,-49017.8939833571,0.949486314202596,20,16,378,328,304,291,214,4,4,4,3,2
11830,0.946037002898833,-49037.3908727927,0.950086307694564,20,16,377,329,299,293,211,4,4,4,3,2
11840,0.945262185079402,-48994.7572609706,0.94218431499323,20,17,388,340,309,288,198,4,4,3,3,2
11850,0.944349029957597,-48946.8898418367,0.945311136178628,20,17,363,326,299,299,217,4,4,3,2,2
11860,0.945766938825372,-49022.1855856956,0.947380845972509,20,16,380,329,301,279,219,4,4,4,3,2
11870,0.945254103901387,-48994.0657109722,0.947204526753268,20,16,387,345,301,273,210,4,4,4,3,2
11880,0.94530364135792,-48996.7698552223,0.947139717556425,20,16,390,341,292,265,216,4,4,4,3,2
11890,0.945616801088094,-49016.1781389602,0.944237364089004,20,15,360,351,308,272,210,4,4,4,3,2
11900,0.945890861738086,-49029.0221028661,0.951253733893404,20,16,365,349,296,271,205,4,4,4,3,2
11910,0.944898977181013,-48976.2089811511,0.951570007366524,20,16,359,337,304,273,211,4,4,4,3,2
11920,0.944594037614417,-48957.7707993036,0.949386605173162,20,16,373,325,286,275,222,4,4,4,3,2
11930,0.943963620007502,-48923.0775901125,0.942514918570589,20,16,374,329,296,263,220,4,4,4,3,2
11940,0.945749289320827,-49021.1864096256,0.946349800669742,20,17,403,321,305,256,221,4,4,3,3,2
11950,0.94503875326062,-48984.1332466862,0.948297738256326,20,16,400,324,293,261,228,4,4,4,3,2
11960,0.944031806841149,-48927.166689906,0.939351653232564,20,16,390,323,289,269,221,4,4,4,3,2
11970,0.944922677673572,-48976.8381031717,0.946337098790641,20,16,392,318,291,272,235,4,4,4,3,2
11980,0.945345596660117,-48999.0244351081,0.94426281473829,20,17,405,326,292,257,236,4,4,3,2,2
11990,0.944516950220716,-48953.9561878817,0.941039976744809,20,16,396,326,293,264,230,4,4,4,3,2
12000,0.945125514365064,-48987.7457139743,0.945964535127932,20,17,404,320,298,255,227,4,4,4,3,2
12010,0.944895837427573,-48974.3144087125,0.94674136993169,20,17,374,332,306,264,228,4,4,4,3,2
12020,0.946822877354207,-49081.6733498735,0.94972730093183,20,17,392,332,295,273,236,4,4,3,3,2
12030,0.945277830011193,-48995.3015342462,0.944457850442028,20,18,385,329,291,284,241,4,4,3,3,2
12040,0.945083604482452,-48984.6326697919,0.950820256171837,20,17,392,318,293,277,239,4,4,3,3,2
12050,0.944439339467456,-48949.4801702118,0.946466195189641,20,17,396,323,296,274,231,4,4,3,3,2
12060,0.944806990405622,-48969.4598822559,0.945510587053494,20,16,412,312,297,273,235,4,4,4,3,2
12070,0.944410272144906,-48948.4459011758,0.946747253366482,20,17,405,333,292,275,238,4,4,4,3,2
12080,0.94505074338843,-48982.9365456554,0.943279020255311,20,17,396,341,288,269,238,4,4,3,3,2
12090,0.945915491561606,-49030.3110536808,0.94232994728458,20,16,401,342,293,259,240,4,4,4,3,2
12100,0.946078622382769,-49040.0713875691,0.946392314909279,20,16,396,347,290,268,225,4,4,4,3,2
12110,0.944763867089811,-48967.0957146827,0.945059107809363,20,17,413,334,290,269,221,4,4,3,3,2
12120,0.945610365484662,-49013.5723713211,0.946734618784326,20,16,386,332,296,272,232,4,4,4,3,2
12130,0.945159270895452,-48989.3014585062,0.948241586059835,20,15,387,333,306,281,230,4,4,4,4,2
12140,0.945581702824994,-49012.0109653618,0.943852267374117,20,17,390,338,310,284,213,4,4,4,2,2
12150,0.945232481951974,-48993.0016676461,0.949189901953203,20,17,396,342,289,280,220,4,4,3,3,2
12160,0.945924975925296,-49030.9087778974,0.942161015491731,20,17,401,346,297,268,220,4,4,4,3,2
12170,0.945403525160803,-49002.4485452598,0.945347193523356,20,16,409,336,321,266,218,4,4,4,3,2
12180,0.945150160586677,-48989.1034889553,0.939100072448381,20,17,405,339,315,264,217,4,4,3,2,2
12190,0.94481180732156,-48969.9920757738,0.947409759016518,20,16,401,358,314,270,211,4,4,3,2,2
12200,0.944091867110013,-48930.1231297293,0.942713994809337,20,16,400,359,308,265,210,4,4,3,2,2
12210,0.944757292869503,-48966.7326350157,0.947173850490007,20,17,390,366,305,253,201,4,4,3,2,2
12220,0.944747559205826,-48966.8132658459,0.940943499727415,20,17,416,361,296,249,193,4,4,3,2,2
12230,0.944944430471311,-48977.5870655909,0.947260096405044,20,16,427,320,308,263,205,4,4,3,2,2
12240,0.945470852853359,-49006.849030583,0.943304728835587,20,16,400,345,310,268,206,4,4,3,2,2
12250,0.945058345573567,-48983.3060629494,0.947459070345562,20,16,386,340,298,278,221,4,4,3,2,2
12260,0.945080666738899,-48985.3308394412,0.947408355038621,20,16,385,342,301,271,224,4,4,3,2,2
12270,0.944299030320987,-48942.3428017304,0.94270186990145,20,18,393,336,306,274,222,4,4,3,2,2
12280,0.945543905534889,-49010.7099466506,0.940839934181113,20,17,405,345,312,269,221,4,4,3,2,2
12290,0.945205936283354,-48991.3590274966,0.947268198343738,20,16,387,357,315,278,217,4,4,3,2,2
12300,0.94537196754119,-49000.7573294547,0.949023416254422,20,16,389,352,313,275,216,4,4,3,2,2
12310,0.945350006142078,-48999.466388177,0.939352565127788,20,16,405,342,305,260,220,4,4,3,2,2
12320,0.944919321928971,-48977.4999786843,0.941495311686239,20,16,407,335,299,261,220,4,4,3,2,2
12330,0.945250908579041,-48993.8964597065,0.941331335920144,20,17,399,334,299,277,205,4,4,3,2,2
12340,0.94470012197897,-48963.591827295,0.943870951231882,20,16,397,345,285,282,212,4,4,3,2,2
12350,0.944848782180713,-48971.8156545928,0.949475207232497,20,16,390,344,291,286,207,4,4,3,2,2
12360,0.944747257534195,-48966.1630684336,0.944789186399498,20,17,381,346,293,288,220,4,4,3,2,2
12370,0.944733779770623,-48965.4470527359,0.944440436578595,20,17,391,355,288,263,224,4,4,3,2,2
12380,0.943937460144462,-48922.0744035521,0.947112538583645,20,16,395,330,298,266,221,4,4,3,2,2
12390,0.944482395973023,-48954.6636652256,0.943888811587739,20,16,386,335,295,272,226,4,4,3,2,2
12400,0.944882312857156,-48976.1683443165,0.949278972700596,20,17,382,329,296,280,221,4,4,3,2,2
12410,0.945555404873359,-49010.7505302409,0.950455343748035,20,16,371,348,303,273,214,4,4,3,2,2
12420,0.944302978091699,-48942.053604369,0.93766437536074,20,16,379,329,301,263,227,4,4,3,2,2
12430,0.944434210916697,-48949.2236524645,0.950167212660769,20,16,397,310,289,258,237,4,4,3,2,2
12440,0.945188772420622,-48990.419252922,0.945958297634512,20,16,370,319,284,274,235,4,4,4,3,2
12450,0.944898822410357,-48974.6069243109,0.94117671531919,20,17,378,323,284,273,230,4,4,3,3,2
12460,0.944577939970952,-48956.8696813854,0.940963682029514,20,16,376,325,299,282,227,4,4,4,3,2
12470,0.945583081495745,-49012.0821591308,0.941572837125935,20,16,378,347,312,280,210,4,4,4,3,2
12480,0.945130401069489,-48987.2088705523,0.941382088999341,20,16,382,330,305,290,212,4,4,4,3,2
12490,0.945366046076143,-49000.687086119,0.95077493572236,20,16,391,327,306,296,212,4,4,4,3,2
12500,0.946196973993702,-49046.9069845972,0.946169899504888,20,17,405,331,296,289,212,4,4,3,2,2
12510,0.945456133930526,-49005.0929349497,0.941731932133068,20,17,381,327,295,288,225,4,4,3,2,2
12520,0.944121527360619,-48933.0466606182,0.947854518147033,20,17,386,331,297,285,211,4,4,3,2,2
12530,0.944646210696114,-48960.5970011505,0.93558192102313,20,17,379,330,294,289,222,4,4,3,3,2
12540,0.944340767092424,-48944.1689717717,0.94450273840345,20,16,395,339,293,276,207,4,4,4,3,2
12550,0.944384042726773,-48946.2143616331,0.946675096750897,20,16,399,347,294,265,215,4,4,4,3,2
12560,0.945256845890224,-48994.6894070859,0.946705396559328,20,17,398,330,302,259,234,4,4,3,3,2
12570,0.944175641269881,-48935.595029279,0.944416636471369,20,16,395,327,314,256,231,4,4,4,3,2
12580,0.944300262955351,-48942.3985083414,0.942824901237795,20,17,398,342,307,253,212,5,4,4,3,2
12590,0.945978235729928,-49033.8070004645,0.936510999715205,20,16,370,333,303,257,228,5,4,4,3,2
12600,0.945287121084039,-48996.3372106408,0.952373223014549,20,16,381,318,300,269,241,5,4,4,3,2
12610,0.944393090512168,-48948.3910433486,0.940970296206186,20,16,391,322,290,270,244,5,4,4,3,2
12620,0.944637674944659,-48961.1556299893,0.955264900315774,20,16,388,335,295,278,234,5,4,4,3,2
12630,0.945072912377401,-48985.0535783508,0.944742346387081,20,16,383,338,292,273,224,5,4,4,3,2
12640,0.945610563695289,-49014.5620831988,0.945010066704412,20,15,415,312,293,250,235,5,4,4,3,2
12650,0.944878347005685,-48973.357506342,0.941390702381196,20,16,409,310,307,251,231,5,4,4,3,2
